conf_id,conf_name,conf_longname,conf_abbreviation,start_year,end_year,conf_logo
1,ACC,Atlantic Coast Conference,ACC,1953,0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIyNDgiIGhlaWdodD0iNzIuNjEyIiB2aWV3Qm94PSIwIDAgMjQ4IDcyLjYxMiI+DQogPGcgdHJhbnNmb3JtPSJtYXRyaXgoMS4zMzMzIDAgMCAtMS4zMzMzIC0xNTcuMDQgNTAyLjA0KSI+DQogIDxnPg0KICAgPHBhdGggZD0ibTE4Ni43NiAzNzUuNjgtNTIuNTM0LTQwLjcyNmgxNS41NTFsOC42MDAxIDYuNTg4OSAyNS45IDYuNDA0My0zLjc4ODEtMTIuOTggMTIuMDI4IDAuMDI0OTEgMTEuMzU0IDQwLjY4OGgtMTcuMTExem0zOC4wNTctMC4wMDU4NmMtMi4yMDkxIDAtMTMuMzgtMC4yNjY1MS0xNi4xOTgtOC44MjU3bC02LjUxNDItMTkuOGMtMS45MTY0LTcuNDM0NyAzLjA5MzctMTIuMDg4IDkuOTM3NS0xMi4wODhoMjguOTc2bDMuMTEyOCA5LjQ1NTZoLTI0LjQ1NmMtMy44MzIgMC02LjU2NzggMS41MTc4LTUuNjMwOSA1LjAybDQuNDYwNCAxMy41NzhjMC45MTA2MiAxLjk1ODggMi44MjIyIDMuMjAyMiA1LjIxMzQgMy4yMDIyaDE4LjIyM2wxNC4zMzUgOS40NTg1aC0zMS40NTl6bTQ2LjY3NiAwYy0yLjIwOTEgMC0xMy4zODItMC4yNjY1MS0xNi4yLTguODI1N2wtNi41MTI3LTE5LjhjLTEuOTE4NC03LjQzNDcgMy4wOTM3LTEyLjA4OCA5LjkzNzUtMTIuMDg4aDI4Ljk3NWwzLjExNDIgOS40NTU2aC0yNC40NTdjLTMuODMxNCAwLTYuNTY3OCAxLjUxNzgtNS42MzA5IDUuMDJsNC40NjA0IDEzLjU3OGMwLjkwOTk0IDEuOTU4OCAyLjgyMjIgMy4yMDIyIDUuMjEzNCAzLjIwMjJoMTguMjIzbDE0LjMzNSA5LjQ1ODVoLTMxLjQ1OHptLTgyLjExOC0xMC4yNjQtNC40MzctMTUuMTk5aC0xNS4yNzJsMTkuNzA5IDE1LjE5OXoiIGZpbGw9IiMwMTNjYTYiLz4NCiAgIDxwYXRoIGQ9Im0yODMuOTEgMzIyLjczIDIuMjY0NCA2Ljg4MjNoLTE1OC44NWwtOC44Nzc2LTYuODgyM3oiIGZpbGw9IiNhOGE5YWEiLz4NCiAgPC9nPg0KIDwvZz4NCjwvc3ZnPg=="
2,Big 12,Big 12 Conference,B12,1996,0,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiIHN0YW5kYWxvbmU9Im5vIj8+DQo8c3ZnIHhtbG5zOnJkZj0iaHR0cDovL3d3dy53My5vcmcvMTk5OS8wMi8yMi1yZGYtc3ludGF4LW5zIyIgeG1sbnM9Imh0dHA6Ly93d3cudzMub3JnLzIwMDAvc3ZnIiB4bWw6c3BhY2U9InByZXNlcnZlIiBoZWlnaHQ9IjIwNyIgdmlld0JveD0iMCAwIDM3OC4xOTk0OSAyMDcuMDAyMjQiIHdpZHRoPSIzNzguMiIgdmVyc2lvbj0iMS4xIiB4bWxuczpjYz0iaHR0cDovL2NyZWF0aXZlY29tbW9ucy5vcmcvbnMjIiB4bWxuczpkYz0iaHR0cDovL3B1cmwub3JnL2RjL2VsZW1lbnRzLzEuMS8iPjxnIHRyYW5zZm9ybT0ibWF0cml4KDEuMjUgMCAwIC0xLjI1IC00NTcuNTMgNjY0LjI1KSI+PGcgc3R5bGU9IiI+PHBhdGggZD0ibTI5OC41NCA0LjYwMTZjLTYuNDQgMS4yMzUtNjAuNSAxNS45MzMtMTEwLjI4IDE1LjkzMy01NS43MyAwLTEwNy4wMi0xNC44OS0xMTAuMDctMTUuODQgMi4wOCA2LjQ3OCA0LjE1OCAxMy4wMzcgNi4yMzIgMTkuNjcyIDIuNDA3IDcuNjk4IDMuNjc5IDExLjYxNiA2LjE3OCAxOS4wNDcgMC42OSAyLjA0MyAxLjM3OCA0LjA5NyAyLjA2OCA2LjE1NCAyLjA4NyAwLjM2IDQuMzkyIDAuNzI0IDYuNDggMS4wOTggMy43MzIgMC42NjUgNi4yNTIgMS4xMDUgOS4xNjIgMS41NzIgNC40MSA2LjcwNCA3LjQ5IDExLjM4MyAxMS41NCAxNi42OTYtNC40OCA2LjA1Ni03LjggMTEuMjU3LTEyLjYxIDE4Ljg4LTIuNyAwLjQzOS01LjExIDAuODYyLTguNjM1IDEuNDg5LTIuMDkyIDAuMzc4LTQuNjI2IDAuNzQ1LTYuNzE2IDEuMTA5LTAuNjgzIDIuMDY2LTEuMzY2IDQuMTIyLTIuMDUxIDYuMTcyLTIuNDY5IDcuNDE2LTMuNzM4IDExLjM3Ni02LjE3IDE5LjI0Ni0yLjA0NCA2LjYxLTQuMDkgMTMuMTQtNi4xMjkgMTkuNTkgMjAuMjY4LTMuNjkgNTkuNzUxLTE1Ljg3IDExMC41NS0xNS44MSA0My4yMSAwLjA1IDk5LjcgMTMuMjEgMTEwLjYyIDE1Ljc5LTIuMDUtNi40NS00LjA5LTEyLjk4LTYuMTMtMTkuNTgtMi40LTcuNzUtMy42Ny0xMS43MS02LjE3LTE5LjI0LTAuNjgtMi4wNTUtMS4zNy00LjExMS0yLjA1LTYuMTc2LTIuMDktMC4zNjMtNC40MS0wLjczMy02LjUtMS4xMDUtMy4zMS0wLjU5NS01LjQyLTEuMDQzLTcuOTQtMS40NTV2LTM1LjgxM2MyLjUzLTAuNDE1IDQuNjUtMC44NjkgNy45NS0xLjQ1OSAyLjA4LTAuMzY4IDQuMzktMC43MzggNi40Ny0xLjA5OSAwLjY5LTIuMDYgMS4zOC00LjExIDIuMDYtNi4xNTMgMi41Mi03LjUxMSAzLjc4LTExLjQ0IDYuMTctMTkuMDk1IDIuMDctNi42MTggMy45MS0xMy4xNjIgNS45Ny0xOS42MjN6bS0yMDkuNjcgMTc4LjY4bC0xMC4zNjEgOC44NyAzLjI2MyAyLjgxIDIuOTMyLTIuODlzLTAuMTY0IDAuNy0wLjE2NCAxLjlsLTAuMDQzIDExLjU2aDQuMzczdi0yMi4yNXptMTQuOTc5IDAuNjZjLTIuMTkgMC00LjI4OSAwLjgyLTYuMDY3IDIuOTMtMC40OTYgMC41OC0xLjA3NSAxLjMyLTEuMjQgMS41N2wzLjQ2NyAyLjM5YzAuMjktMC4yOCAwLjgzLTEuMDMgMS4zMi0xLjU3IDAuNzQtMC44MiAxLjM2LTEuMTkgMi41Ni0xLjE5IDEuNDkgMCAyLjczIDEuMjggMi43MyAyLjc2IDAgMC45NS0wLjU0IDEuODYtMS4wOCAyLjU3bC05LjM2NiAxMi4xN2gxNC45NzZsLTAuMDMtMy45MmgtNy4wMmw0LjQyLTUuNTNjMS4yNC0xLjU3IDIuMzktMy4zNSAyLjM1LTUuNjYtMC4wNC0zLjU1LTMuMzEtNi41Mi03LjAyLTYuNTJ6bS01NC4xNzQgMC4wNGMtNi42ODkgMC0xMi4wNTcgNC45Mi0xMi4wNTcgMTAuOSAwIDUuOTkgNS40OTEgMTAuOTQgMTIuMzA3IDEwLjk0IDMuNTkxIDAgNi41NjMtMS4zMiA5Ljc3OS00LjA1di04Ljc5aC0xMy4xNjZsLTAuMDQ1IDMuNzZoOC43MTN2My40M2MtMS42OTEgMS4yMy0zLjM4NSAxLjc3LTUuMjQ0IDEuNzctNC4zMzYgMC03Ljk2Ny0zLjE4LTcuOTY3LTcuMDZzMy41MDgtNy4wNiA3Ljc2Mi03LjA2YzIuMjI2IDAgNC4yOTEgMC42NiA2LjYwMyAyLjY0bDMuMDEyLTIuNzJjLTQuMDA2LTMuMDYtNi4zOTgtMy43Ni05LjY5Ny0zLjc2em0tNDguOTQ0IDAuMjZ2MjEuMzNoNy44Mzk5YzQuMTMxNyAwIDYuNjA1Ny0yLjQzIDYuNjA1Ny02LjEgMC0xLjE2LTAuNDEyLTIuMzItMS4xMTQtMy4xNS0wLjYxOC0wLjc0LTEuNTI0LTEuMjctMi4yMzItMS40NCAwLjc4OC0wLjE2IDEuNjUzLTAuOTEgMi4xNS0xLjY5IDAuNTc3LTAuODcgMC44MjktMS44NiAwLjgyOS0yLjc3IDAtMy42Ny0yLjgxLTYuMTgtNi42NTA4LTYuMThoLTcuNDI3OHptMjMuOTMgMHYyMS4zM2g0LjQxOHYtMjEuMzNoLTQuNDE4em0tMTkuNjM5IDMuNzloMi44MTA2YzEuNjA3NSAwIDIuNzIxIDAuOSAyLjcyMSAyLjQ3IDAgMS40NS0wLjk4NzcgMi41Mi0yLjYzOSAyLjUyaC0yLjg5MjZ2LTQuOTl6bTAgOC42N2gzLjI2MzdjMS42NDc1IDAgMi42Nzk5IDEuMDcgMi42Nzk5IDIuNTEtMC4wNCAxLjUzLTEuMDMyNCAyLjQ4LTIuNjc5OSAyLjQ4aC0zLjI2Mzd2LTQuOTl6IiB0cmFuc2Zvcm09Im1hdHJpeCguOCAwIDAgLS44IDM2Ni4wMiA1MzEuNCkiIGZpbGw9IiNjNDEyMzAiLz48cGF0aCBkPSJtMTg4LjIzIDE4My40NXYyMi4xMmgzLjA2di0xNS4zMmwxNy43MSAxNi4wMnYtMjIuMDNoLTMuMDZ2MTUuMjZsLTE3LjcxLTE2LjA1em0xMTguNDMgMHYyMi4xMmgzLjA1di0xNS4zMmwxNy43MiAxNi4wMnYtMjIuMDNoLTMuMDZ2MTUuMjZsLTE3LjcxLTE2LjA1em0tMTY0Ljg5IDAuNDljLTYuNDggMC0xMS44MSA0LjkxLTExLjgxIDEwLjk0czUuMzMgMTAuOTggMTEuODYgMTAuOThjMy4yNiAwIDYuMS0xLjI0IDkuOTgtNC42NmwtMi4yMy0yLjA3Yy0zLjIyIDIuODUtNS4zMiAzLjg0LTcuOCAzLjg0LTQuNyAwLTguNjItMy42NC04LjYyLTguMDkgMC00LjQ2IDMuOTItOC4wOSA4LjY3LTguMDkgMi40MyAwIDQuNyAxLjE1IDcuNjcgMy44bDIuMjMtMi4wM2MtMy42Ny0zLjI2LTYuNjktNC42Mi05Ljk1LTQuNjJ6bTI3LjMyIDBjLTYuNTcgMC0xMS44NSA0Ljk1LTExLjg1IDEwLjk0IDAgNi4wMyA1LjI4IDEwLjk4IDExLjg1IDEwLjk4czExLjg1LTQuOTUgMTEuODUtMTAuOTRjMC02LjAzLTUuMjgtMTAuOTgtMTEuODUtMTAuOTh6bTE3Ny44NSAwYy02LjQ4IDAtMTEuODEgNC45MS0xMS44MSAxMC45NHM1LjMyIDEwLjk4IDExLjg1IDEwLjk4YzMuMjYgMCA2LjExLTEuMjQgOS45OS00LjY2bC0yLjIzLTIuMDdjLTMuMjIgMi44NS01LjMyIDMuODQtNy44IDMuODQtNC43MSAwLTguNjMtMy42NC04LjYzLTguMDkgMC00LjQ2IDMuOTItOC4wOSA4LjY3LTguMDkgMi40NCAwIDQuNyAxLjE1IDcuNjcgMy44bDIuMjMtMi4wM2MtMy42Ny0zLjI2LTYuNjgtNC42Mi05Ljk0LTQuNjJ6bS0xMjguNDYgMC4zdjIxLjMzaDMuMDZ2LTkuMzNoOS41M3YtMi44MWgtOS41M3YtNi40M2g5LjUzdi0yLjc2aC0xMi41OXptMjEuMDQgMHYyMS4zM2gxMy4xN3YtMi44aC0xMC4xMXYtNi41M2gxMC4xMXYtMi44MWgtMTAuMTF2LTYuNGgxMC4xMXYtMi43OWgtMTMuMTd6bTIyLjI1IDB2MjEuMzNoMy4wNXYtOC43OWgzLjQzbDguMjEgOS4yMSAyLjE5LTIuMDMtNy41Ni04LjA1YzIuMTUtMC41OCA0LjA5LTIuMzUgNC4wOS01LjQxdi0wLjA0YzAtMy43NS0zLjA2LTYuMjItNi44MS02LjIyaC02LjZ6bTIzLjA2IDB2MjEuMzNoMTMuMTd2LTIuOGgtMTAuMTJ2LTYuNTNoMTAuMTJ2LTIuODFoLTEwLjEydi02LjRoMTAuMTJ2LTIuNzloLTEzLjE3em03OC45NCAwdjIxLjMzaDEzLjE2di0yLjhoLTEwLjExdi02LjUzaDEwLjExdi0yLjgxaC0xMC4xMXYtNi40aDEwLjExdi0yLjc5aC0xMy4xNnptLTE5NC42OCAyLjU1YzQuNzkgMCA4LjY3IDMuNjcgOC42NyA4LjEzIDAgNC40MS0zLjg4IDguMDUtOC42NyA4LjA1cy04LjY3LTMuNjQtOC42Ny04LjA5YzAtNC40MiAzLjg4LTguMDkgOC42Ny04LjA5em05NS43NyAwLjIxaDMuMThjMi4xNSAwIDMuOTYgMS4yMyAzLjk2IDMuNSAwIDIuMzEtMS43NyAzLjU1LTMuOTIgMy41NWgtMy4yMnYtNy4wNXoiIHRyYW5zZm9ybT0ibWF0cml4KC44IDAgMCAtLjggMzY2LjAyIDUzMS40KSIgZmlsbD0iIzk0OWNhMSIvPjxwYXRoIGQ9Im02MDQuODUgNTI3LjcyYy0xLjY0Ny01LjE2OS0zLjEyNC0xMC40MDUtNC43NzQtMTUuNjk5LTEuOTA4LTYuMTIzLTIuOTIyLTkuMjY2LTQuOTMyLTE1LjI3Ni0wLjU1Mi0xLjYzNC0xLjA5OC0zLjI3NC0xLjY0Ny00LjkyMi0xLjY3LTAuMjg5LTMuNTE2LTAuNTg0LTUuMTg0LTAuODc5LTIuNjM4LTAuNDczLTQuMzMtMC44MzYtNi4zNTgtMS4xNjh2LTI4LjY1YzIuMDE2LTAuMzMgMy43MDctMC42ODkgNi4zNTMtMS4xNjUgMS42NzYtMC4yOTcgMy41MjgtMC41OTMgNS4yMDMtMC44ODQgMC41NDQtMS42NTEgMS4wOTItMy4yOTcgMS42MzktNC45NDEgMi02LjAyMyAzLjAxNS05LjE5MSA0LjkzMi0xNS4zOTIgMS42MzUtNS4yOCAzLjI2Ny0xMC41MDEgNC45MDMtMTUuNjYtOC43MzQgMi4wNjEtNTMuOTI1IDEyLjU5My04OC40OTUgMTIuNjI5LTAuMDkxIDAtMC4xOCAwLjAwMi0wLjI3IDAuMDAyLTQwLjUwNCAwLTcxLjk5Mi05LjctODguMTcxLTEyLjY1NCAxLjYzMyA1LjE2MyAzLjI3IDEwLjM4NyA0LjkwNCAxNS42NzQgMS45NDcgNi4zMDMgMi45NjUgOS40NjkgNC45MzkgMTUuMzk5IDAuNTQ4IDEuNjQgMS4wOTQgMy4yODQgMS42NCA0LjkzOCAxLjY3MSAwLjI5MSAzLjcgMC41ODQgNS4zNzQgMC44ODcgMi44MTkgMC41MDIgNC43NDYgMC44MzkgNi45MDYgMS4xOSAzLjg0NiA2LjA5OSA2LjUwOCAxMC4yNiAxMC4wODkgMTUuMTA1LTMuMjQgNC4yNS01LjcwMSA3Ljk5My05LjIzMyAxMy4zNTYtMi4zMjggMC4zNzUtNC4zNCAwLjcyNi03LjMyOCAxLjI1OC0xLjY3MSAwLjMtMy41MTYgMC41OTMtNS4xODUgMC44NzgtMC41NTMgMS42NDYtMS4xMDIgMy4yOS0xLjY1NSA0LjkyNC0xLjk5OCA1Ljk0NC0zLjAxNSA5LjA3OS00Ljk0MiAxNS4yMzctMS42NTkgNS4zMDgtMy4zMjEgMTAuNTU2LTQuOTgzIDE1LjczOCAyLjQ0NC0wLjc2IDQzLjQ2Ni0xMi42NzIgODguMDQ5LTEyLjY3MiAzOS44MzIgMCA4My4wNzggMTEuNzU5IDg4LjIyNiAxMi43NDdtLTE3OS4wNCAyLjY2NiAxLjA1Ni0zLjI4OWMxLjY2OC01LjIgMy4zNDItMTAuNDkyIDQuOTc4LTE1LjcyNiAxLjkzLTYuMTY4IDIuOTQ4LTkuMzA5IDQuOTU1LTE1LjI3MiAwLjU1MS0xLjYzNCAxLjEtMy4yNzggMS42NTEtNC45MjRsMC4zNDItMS4wMTcgMS4wNTctMC4xODFjMC42OTMtMC4xMiAxLjQxNS0wLjIzOSAyLjE0My0wLjM2MSAxLjAyNC0wLjE3IDIuMDU4LTAuMzQxIDMuMDMxLTAuNTE1IDIuNDg3LTAuNDQ0IDQuNDI2LTAuNzg1IDYuNTgtMS4xMzggMi45OTQtNC41NDggNS4yOTMtOC4wMiA4LjA2LTExLjcyNS0zLjA4OC00LjI0OC01LjU0My04LjA2OC04LjkzOS0xMy40NDctMS44MjYtMC4zMDEtMy41NzktMC42MDktNi4xMzQtMS4wNjUtMC44OTEtMC4xNi0xLjkwMi0wLjMyLTIuODgxLTAuNDc2LTAuODU5LTAuMTM3LTEuNzExLTAuMjc0LTIuNDg2LTAuNDExbC0xLjA1OC0wLjE4NC0wLjMzNy0xLjAyYy0wLjU0Ny0xLjY1Mi0xLjA5Mi0zLjI5NS0xLjY0LTQuOTMxLTIuMDEtNi4wMzktMy4wMjctOS4yMTUtNC45NS0xNS40MzktMS41MzgtNC45NzktMy4xNDEtMTAuMTA0LTQuOS0xNS42NjRsLTAuODk4LTIuODQyIDIuOTMyIDAuNTM3YzMuNTY4IDAuNjQ4IDcuODQxIDEuNjIgMTIuNzg3IDIuNzQxIDE3LjM2MSAzLjkzMiA0My41OTUgOS44ODQgNzUuMDYxIDkuODgyaDAuMjY3YzMxLjQ3NC0wLjAzNSA3Mi4wODQtOC44MTEgODguMDg1LTEyLjU4MWwzLjA4Mi0wLjcyOS0wLjk1NyAzLjAxN2MtMS41NjEgNC45MjYtMy4yMDkgMTAuMTkxLTQuOSAxNS42NDktMS45MjMgNi4yMjQtMi45MzkgOS4zOTYtNC45NDYgMTUuNDI5LTAuNTQ0IDEuNjQxLTEuMDg5IDMuMjg3LTEuNjM2IDQuOTM3bC0wLjMzNyAxLjAyLTEuMDU4IDAuMTg0Yy0wLjc1NSAwLjEzMS0xLjU0IDAuMjY0LTIuMzMyIDAuMzk3LTAuOTY5IDAuMTYyLTEuOTQ1IDAuMzI0LTIuODY3IDAuNDg4LTEuMDgzIDAuMTk1LTIuMDA0IDAuMzctMi44NTkgMC41MzEtMC43MDYgMC4xMzUtMS4zNTkgMC4yNi0yLjAxMSAwLjM3NnYyNS42MjdjMC42MzkgMC4xMTYgMS4yNzcgMC4yMzkgMS45NjkgMC4zNjggMC44NjcgMC4xNjQgMS44MDUgMC4zNDYgMi45MDcgMC41NDIgMC45NSAwLjE3IDEuOTU3IDAuMzM4IDIuOTU2IDAuNTA0IDAuNzUyIDAuMTI3IDEuNTAyIDAuMjUxIDIuMjE4IDAuMzc2bDEuMDU3IDAuMTgyIDAuMzQxIDEuMDE2IDAuMzEgMC45MzZjMC40NDcgMS4zMzMgMC44OSAyLjY2MSAxLjMzNiAzLjk4NiAxLjk4NCA1LjkzMSAzLjAwMiA5LjA3NyA0Ljk0NiAxNS4zMTUgMC43NDEgMi4zNzkgMS40NTYgNC43NzEgMi4xNDUgNy4wODggMC44NDcgMi44MjggMS43MTcgNS43NTUgMi42MjUgOC41OTdsMC45MTkgMi44NzktMi45NjctMC41N2MtMC43NDEtMC4xNDItMi4xMTUtMC40NjgtNC4yLTAuOTYyLTEyLjI0MS0yLjkwOC00OS40OTctMTEuNzUtODMuNjg5LTExLjc1LTQ1Ljc2MiAwLTg3LjExIDEyLjQ2Mi04Ny41MTUgMTIuNTg5bC0zLjI5OSAxLjAyNnoiIGZpbGw9IiNjZmQ0ZDgiLz48cGF0aCBkPSJtNDkxLjMzIDQ0NC42NGM4LjYzNCAwLjY4NyAxNy4wNTQgMC45ODYgMjUuMzQzIDAuOTIgMjUuMzczLTAuMiA0OS41Mi0zLjgwOCA3NC43OTgtMTAuMTA5LTEuOTM3IDYuMzgtMi45MDkgOS40NTktNC44NzIgMTUuNDIzLTUuNDY5IDAuOTA2LTguMjQzIDEuMzI3LTEzLjgzOSAyLjA3MnY0NS4wNDNjNS41OTYgMC43NDcgOC4zNyAxLjE2MiAxMy44MzkgMi4wNyAxLjk2MyA1LjkxNiAyLjkzNSA4Ljk3IDQuODcyIDE1LjMwNC0zMy41OTUtOC4zOTctNjUuMTkxLTEyLjAzLTEwMC4zLTkuMjczdi0xMS4xNTNjMy44NjctMC4yMSA0LjUzNi0wLjMwMyA4LjQxOC0wLjQyMy00LjE2MS00Ljg5LTYuMjM4LTcuMzU4LTEwLjM3NS0xMi40ODgtMy43ODEgNS4zLTUuNjc0IDguMDMtOS40MjUgMTMuNzkxIDMuMzYtMC4zNDkgMy43ODItMC41MjMgNy4xNjQtMC43OTN2MTEuMTk2Yy0xNS44MzQgMi4xOTktMzIuMDkxIDUuMTMxLTQ0LjU5OSA4LjQ5MiAxLjk0NC02LjMxNCAyLjc1MS04LjgxMyA0LjcxLTE0LjcxNCA0LjI5MS0wLjcwOSA2LjQ1Ni0xLjA0NiAxMC44MjUtMS42NTYgNi4yMDEtOS42NTYgOS4zNDQtMTMuOTQ1IDE1LjY3MS0yMS45NzEtNi42MzItOC42ODktOS45MjMtMTMuMzM5LTE2LjQyNS0yMy44OTItNC4yMzctMC41OTMtNi4zMzUtMC45MjQtMTAuNDk4LTEuNjEzLTEuOTYtNS45NjItMi43NDctOC44NjMtNC42ODMtMTUuMjQyIDE1LjI4MiAzLjczNyAyOC44MDIgNi4yODIgNDQuNjY5IDguNDcydjExLjY3Yy00LjAzNC0wLjI3Ni00Ljc4NC0wLjQ2My04Ljc3OS0wLjg0NSA0LjM2NiA2LjI5NyA2LjU2IDkuMjQ1IDEwLjk2MiAxNC45NDEgNC40NS01LjU0MSA2LjY4MS04LjE3NyAxMS4xNTQtMTMuNDQtMy45NjUtMC4xNTYtNC42NzctMC4yNzktOC42MjgtMC41NDJ2LTExLjI0em01My45MzcgNTAuNTU5YzIuNTMxIDAuMTggNC4yODUgMC4yOCA2LjgwOCAwLjQ5OHYtNDAuNDc1Yy0yLjUyMyAwLjIyLTMuNzg2IDAuMzE5LTYuMzE3IDAuNTAyaC0wLjQ5MXYzOS40NzV6bS0yNC42NjEtMS4wMjRjMS42MTMgMC4wMTUgMi40MjEgMC4wMjkgNC4wMzIgMC4wNTZ2LTM3LjU0NmMtMS4xMTcgMC4wMjEtMS42NzcgMC4wMjUtMi43OTQgMC4wNC03LjA0NSA4LjExOS0xMC41NzYgMTEuOTYtMTcuNjE1IDIwLjA2NyA2LjU0NiA3LjAwNyA5LjgyOSAxMC4zNTYgMTYuMzc3IDE3LjM4MyIgZmlsbD0iI2ZmZiIvPjwvZz48L2c+PC9zdmc+DQo="
3,Big Ten,Big Ten Conference,B1G,1896,0,"data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIGhlaWdodD0iMTY4LjY4IiB2aWV3Qm94PSIwIDAgNDQzLjc1IDE2OC42NzkiIHdpZHRoPSI0NDMuNzUiPjxwYXRoIGQ9Im0xMzkuODMgODIuMzcxYzE1LjE4LTYuNjMxIDI1Ljc5Mi0yMS43NyAyNS43OTItMzkuMzk0IDAtMjMuNzM2LTE5LjI0LTQyLjk3Ny00Mi45OC00Mi45NzctMS41OTggMC0zLjE3NCAwLjA5NC00LjcyNyAwLjI2NGgtMTE3LjkxdjQyLjMzM2gyMC42Njd2ODMuNjY3aC0yMC42Njd2NDIuMzMzaDEyNS4zOWMwLjg1NCAwLjA0OSAxLjcxMSAwLjA4MSAyLjU3NyAwLjA4MSAyNC4yODQgMCA0My45NjktMTkuNjg3IDQzLjk2OS00My45NyAwLTIwLjE2LTEzLjU5LTM3LjE1Mi0zMi4xMS00Mi4zMjl6bS02NC40NTUtMzguNTIzYzAtMC41NTIgMC40NDgtMSAxLTFoMjkuNjJjMS42NTcgMCAzIDEuMzQzIDMgM3YxOC42MjVjMCAxLjY1Ny0xLjM0MyAzLTMgM2gtMjkuNjNjLTAuNTUyIDAtMS0wLjQ0OC0xLTF2LTIyLjYyNXptMzUuMTI1IDc4LjkwMmMwIDEuOTE2LTEuNDAzIDMuNDcyLTMuMTM0IDMuNDcyaC0zMC45NTNjLTAuNTc3IDAtMS4wNDQtMC41MTgtMS4wNDQtMS4xNTd2LTI2LjE4YzAtMC42NCAwLjQ2OC0xLjE1NyAxLjA0NC0xLjE1N2gzMC45NDhjMS43MyAwIDMuMTM0IDEuNTU2IDMuMTM0IDMuNDcydjIxLjU1eiIvPjxwYXRoIGZpbGw9IiMwMDg4Q0UiIGQ9Im0xNzcgMHY0Mi4zNDhoMTkuNzV2ODQuMjUyaC0xOS43NXY0Mi4wOGg5My43NXYtNDIuMDhoLTE5LjV2LTg0LjI1Mi0xMy0yOS4zNDhoLTc0LjI1em0xNDEuNSAwYy0yMy4yIDAtNDIgMTguOTU2LTQyIDQyLjMzOHY4NC4wMDJjMCAyMy4zOCAxOC44IDQyLjM0IDQyIDQyLjM0aDgzLjI1YzIzLjIgMCA0Mi0xOC45NiA0Mi00Mi4zNHYtNTYuNzQyaC01NC41LTE0LjI1djMwaDE0LjI1djIwLjc3MmMwIDMuMy0yLjY5IDUuOTgtNiA1Ljk4aC00Ni4yNWMtMy4zMSAwLTYtMi42OC02LTUuOTh2LTcxLjU0YzAtMy4zMDMgMi42OS01Ljk4MiA2LTUuOTgyaDQ2LjI1YzMuMzEgMCA2IDIuNjc5IDYgNS45ODJ2OC4yNjhoNTQuNXYtMTQuNzZjMC0yMy4zODItMTguOC00Mi4zMzgtNDItNDIuMzM4aC04My4yNXoiLz48L3N2Zz4="
